,ones,Mkt-RF,SMB,HML,MOM
2007-02-01,1,-1.96,1.38,0.23,-1.33
2007-03-01,1,0.68,-0.06,0.37,2.47
2007-04-01,1,3.49,-2.02,-0.99,-0.16
2007-05-01,1,3.24,0.24,-0.17,-0.27
2007-06-01,1,-1.96,0.76,-1.03,0.3
2007-07-01,1,-3.73,-2.97,-2.99,2.79
2007-08-01,1,0.92,-0.3,-2.32,0.09
2007-09-01,1,3.22,-2.46,-2.11,4.64
2007-10-01,1,1.8,-0.02,-2.11,4.87
2007-11-01,1,-4.83,-2.91,-1.02,0.9
2007-12-01,1,-0.87,0.14,-0.01,6.54
2008-01-01,1,-6.36,-0.47,3.05,-7.81
2008-02-01,1,-3.09,-0.63,0.01,6.11
2008-03-01,1,-0.93,0.65,0.24,4.08
2008-04-01,1,4.6,-1.12,-0.03,-0.2
2008-05-01,1,1.86,3.09,-0.41,3.22
2008-06-01,1,-8.44,1.02,-1.02,12.45
2008-07-01,1,-0.77,4.11,3.64,-5.2
2008-08-01,1,1.53,3.42,1.61,-4.05
2008-09-01,1,-9.24,0.6,4.36,0.33
2008-10-01,1,-17.23,-3.11,-2.96,7.78
2008-11-01,1,-7.86,-4.23,-5.02,7.22
2008-12-01,1,1.74,3.57,-1.19,-5.05
2009-01-01,1,-8.12,-2.35,-9.67,-1.92
2009-02-01,1,-10.1,-1.4,-6.9,4.17
2009-03-01,1,8.95,0.93,2.54,-11.53
2009-04-01,1,10.19,6.75,5.22,-34.58
2009-05-01,1,5.21,-2.35,0.58,-12.33
2009-06-01,1,0.43,2.28,-2.39,5.31
2009-07-01,1,7.72,2.56,4.73,-5.41
2009-08-01,1,3.33,0.2,7.65,-8.9
2009-09-01,1,4.08,2.68,1.35,-5.0
2009-10-01,1,-2.59,-4.78,-4.35,2.64
2009-11-01,1,5.56,-2.79,0.23,0.32
2009-12-01,1,2.75,6.08,0.72,2.94
2010-01-01,1,-3.36,0.25,0.61,-5.36
2010-02-01,1,3.4,1.53,2.74,3.61
2010-03-01,1,6.31,1.85,2.01,3.68
2010-04-01,1,2.0,5.03,3.12,3.21
2010-05-01,1,-7.89,-0.08,-2.32,-0.19
2010-06-01,1,-5.56,-2.59,-4.27,-2.98
2010-07-01,1,6.93,0.13,0.04,1.94
2010-08-01,1,-4.77,-3.07,-1.51,-0.15
2010-09-01,1,9.54,3.71,-2.94,1.36
2010-10-01,1,3.88,0.72,-2.23,1.25
2010-11-01,1,0.6,3.54,-0.58,2.51
2010-12-01,1,6.82,1.03,3.47,-3.19
2011-01-01,1,1.99,-2.38,0.68,-0.33
2011-02-01,1,3.49,1.76,1.73,2.07
2011-03-01,1,0.45,2.66,-1.16,3.55
2011-04-01,1,2.9,-0.41,-2.15,0.07
2011-05-01,1,-1.27,-0.69,-2.12,-0.59
2011-06-01,1,-1.75,0.09,-0.26,1.75
2011-07-01,1,-2.36,-1.38,-1.18,0.03
2011-08-01,1,-5.99,-3.39,-1.58,-0.3
2011-09-01,1,-7.59,-3.9,-0.98,-2.58
2011-10-01,1,11.35,3.72,-0.96,-1.45
2011-11-01,1,-0.28,-0.34,-0.18,3.98
2011-12-01,1,0.74,-0.36,1.57,1.87
2012-01-01,1,5.05,2.35,-2.14,-7.95
2012-02-01,1,4.42,-1.54,0.01,-0.28
2012-03-01,1,3.11,-0.3,-0.06,1.49
2012-04-01,1,-0.85,-0.66,-0.2,3.84
2012-05-01,1,-6.19,-0.2,0.08,6.64
2012-06-01,1,3.89,0.99,0.54,-1.13
2012-07-01,1,0.79,-2.74,0.01,3.06
2012-08-01,1,2.55,0.61,0.6,-2.44
2012-09-01,1,2.73,0.69,1.56,-1.03
2012-10-01,1,-1.76,-0.8,4.16,0.12
2012-11-01,1,0.78,0.41,-1.12,0.35
2012-12-01,1,1.18,1.91,3.26,-2.92
2013-01-01,1,5.57,0.57,1.34,-1.91
2013-02-01,1,1.29,-0.35,0.28,1.37
2013-03-01,1,4.03,0.9,-0.07,1.95
2013-04-01,1,1.56,-2.32,0.35,0.28
2013-05-01,1,2.8,2.27,1.33,-1.92
2013-06-01,1,-1.2,1.33,-0.4,0.63
2013-07-01,1,5.65,1.81,0.71,1.76
2013-08-01,1,-2.71,-0.03,-2.48,0.05
2013-09-01,1,3.77,2.72,-1.57,2.98
2013-10-01,1,4.18,-1.57,1.36,0.14
2013-11-01,1,3.12,1.47,-0.38,0.45
2013-12-01,1,2.81,-0.44,-0.2,0.06
2014-01-01,1,-3.32,0.56,-1.88,1.65
2014-02-01,1,4.65,0.16,-0.49,2.09
2014-03-01,1,0.43,-1.23,4.6,-3.25
2014-04-01,1,-0.19,-4.21,1.62,-3.9
2014-05-01,1,2.06,-1.83,-0.38,1.02
2014-06-01,1,2.61,3.04,-0.6,0.7
2014-07-01,1,-2.04,-4.16,0.04,-0.26
2014-08-01,1,4.23,0.3,-0.76,0.77
2014-09-01,1,-1.97,-3.8,-1.68,0.49
2014-10-01,1,2.52,3.79,-1.81,0.07
2014-11-01,1,2.55,-2.27,-3.37,1.02
2014-12-01,1,-0.06,2.85,1.56,1.04
2015-01-01,1,-3.11,-0.91,-3.06,3.76
2015-02-01,1,6.13,0.35,-2.16,-2.88
2015-03-01,1,-1.12,3.07,-0.73,3.02
2015-04-01,1,0.59,-2.99,2.13,-7.41
2015-05-01,1,1.36,0.85,-1.9,5.92
2015-06-01,1,-1.53,2.88,-1.04,3.05
2015-07-01,1,1.54,-4.5,-4.49,10.24
2015-08-01,1,-6.04,0.38,2.88,-2.16
2015-09-01,1,-3.07,-2.81,0.73,5.26
2015-10-01,1,7.75,-2.05,-0.32,-3.92
2015-11-01,1,0.56,3.35,-1.23,2.43
2015-12-01,1,-2.17,-3.0,-2.07,3.38
2016-01-01,1,-5.77,-3.56,3.13,1.38
